Name ,Sex,Age,2022,2023,2024,2025,2026
NC - Pixley ka Seme District Municipality (DC7),Male,70-74,1962.778809,2039.658298,2100.046663,2134.974814,2141.111672
NC - Pixley ka Seme District Municipality (DC7),Male,75-79,1337.509324,1344.431480,1375.584745,1433.495742,1514.889958
NC - Pixley ka Seme District Municipality (DC7),Male,80+,1957.441263,2005.449010,2060.543807,2124.567882,2195.502773
NC - Pixley ka Seme District Municipality (DC7),Female,0-4,10680.610224,10656.520995,10598.468232,10520.689510,10451.253948
NC - Pixley ka Seme District Municipality (DC7),Female,5-9,10216.498059,10281.551759,10359.299878,10449.786063,10546.486573
NC - Pixley ka Seme District Municipality (DC7),Female,10-14,10204.276027,10176.214717,10174.866598,10172.931042,10169.831427
NC - Pixley ka Seme District Municipality (DC7),Female,15-19,9164.924406,9378.762251,9519.652975,9656.229721,9774.714377
NC - Pixley ka Seme District Municipality (DC7),Female,20-24,7565.600964,7610.040132,7709.168671,7841.161744,8005.289390
NC - Pixley ka Seme District Municipality (DC7),Female,25-29,7533.553702,7400.286940,7308.665387,7220.955672,7132.591282
NC - Pixley ka Seme District Municipality (DC7),Female,30-34,8048.816052,7948.925088,7791.887155,7628.333475,7480.131181
NC - Pixley ka Seme District Municipality (DC7),Female,35-39,7417.709389,7656.910741,7871.840894,8018.922256,8017.383679
NC - Pixley ka Seme District Municipality (DC7),Female,40-44,5782.219589,6075.804070,6391.949829,6703.599355,7017.737148
NC - Pixley ka Seme District Municipality (DC7),Female,45-49,5019.500862,5010.709623,5041.449500,5134.486671,5318.939058
NC - Pixley ka Seme District Municipality (DC7),Female,50-54,4916.463963,4871.220888,4813.907811,4769.766004,4762.418528
NC - Pixley ka Seme District Municipality (DC7),Female,55-59,4468.469404,4535.299641,4601.619919,4635.516035,4630.630988
NC - Pixley ka Seme District Municipality (DC7),Female,60-64,3798.655406,3844.436150,3899.085869,3968.833307,4042.757700
NC - Pixley ka Seme District Municipality (DC7),Female,65-69,3416.975560,3406.418962,3378.528500,3363.095389,3366.267014
NC - Pixley ka Seme District Municipality (DC7),Female,70-74,2834.472325,2902.628841,2963.738399,2994.511240,2994.167518
NC - Pixley ka Seme District Municipality (DC7),Female,75-79,2132.428443,2176.889268,2231.240609,2300.011604,2376.567280
NC - Pixley ka Seme District Municipality (DC7),Female,80+,3253.175180,3459.512204,3687.754608,3931.497987,4191.354425
NC- ZF Mgcawu (DC8),Male,0-4,12870.346394,12789.055084,12763.896462,12795.951698,12880.256179
NC- ZF Mgcawu (DC8),Male,5-9,12728.361290,12770.687168,12822.065503,12917.749970,13089.474195
NC- ZF Mgcawu (DC8),Male,10-14,12032.868847,12150.007289,12222.291529,12231.650135,12196.496271
NC- ZF Mgcawu (DC8),Male,15-19,11032.349210,11406.516032,11659.758487,11831.427556,11924.418317
NC- ZF Mgcawu (DC8),Male,20-24,11283.418706,11214.876207,11232.782081,11352.979540,11533.965422
NC- ZF Mgcawu (DC8),Male,25-29,12968.108763,12829.163671,12775.176410,12710.310734,12620.657002
NC- ZF Mgcawu (DC8),Male,30-34,14755.238789,14583.152479,14396.200430,14272.734607,14224.099768
NC- ZF Mgcawu (DC8),Male,35-39,14026.416190,14374.656427,14689.452996,14918.294321,14931.106692
NC- ZF Mgcawu (DC8),Male,40-44,10874.716639,11473.314279,12070.379721,12611.822572,13167.358306
NC- ZF Mgcawu (DC8),Male,45-49,8526.664413,8758.204076,9032.438599,9390.624880,9882.252343
NC- ZF Mgcawu (DC8),Male,50-54,6665.866858,6951.104771,7214.225468,7484.425888,7717.970559
NC- ZF Mgcawu (DC8),Male,55-59,4983.985105,5145.168096,5333.407006,5538.668164,5783.689195
NC- ZF Mgcawu (DC8),Male,60-64,3812.124295,3906.790157,4005.690576,4119.809233,4248.407831
NC- ZF Mgcawu (DC8),Male,65-69,2894.192662,2948.110062,3006.958218,3076.447270,3152.607356
NC- ZF Mgcawu (DC8),Male,70-74,1976.625684,2054.024455,2126.295390,2191.535250,2245.663897
NC- ZF Mgcawu (DC8),Male,75-79,1218.832188,1242.764319,1280.252561,1331.615389,1394.143233
NC- ZF Mgcawu (DC8),Male,80+,1014.681282,1067.277947,1125.704112,1191.365931,1263.573443
NC- ZF Mgcawu (DC8),Female,0-4,12710.605674,12665.813408,12635.942417,12623.056368,12636.948567
NC- ZF Mgcawu (DC8),Female,5-9,12466.359221,12534.724141,12590.636749,12661.428071,12771.585588
NC- ZF Mgcawu (DC8),Female,10-14,12292.805647,12364.977044,12428.786557,12453.616277,12435.322794
NC- ZF Mgcawu (DC8),Female,15-19,11492.758214,11916.448423,12182.825815,12348.292463,12428.586507
NC- ZF Mgcawu (DC8),Female,20-24,11291.417523,11235.853396,11318.625393,11540.921573,11841.224621
NC- ZF Mgcawu (DC8),Female,25-29,12055.070369,11964.005357,11924.026076,11865.390014,11803.738733
NC- ZF Mgcawu (DC8),Female,30-34,12802.727439,12732.536210,12634.342773,12564.425911,12533.188117
NC- ZF Mgcawu (DC8),Female,35-39,12072.681126,12373.727729,12636.950348,12829.660696,12850.313903
NC- ZF Mgcawu (DC8),Female,40-44,9533.628880,10039.682412,10556.354852,11037.946484,11499.502142
NC- ZF Mgcawu (DC8),Female,45-49,7955.118846,8076.240717,8224.777857,8452.344603,8812.444133
NC- ZF Mgcawu (DC8),Female,50-54,6715.462819,6876.001117,7050.200681,7231.731461,7430.060359
NC- ZF Mgcawu (DC8),Female,55-59,5693.712135,5805.302685,5929.281530,6044.297078,6155.494879
NC- ZF Mgcawu (DC8),Female,60-64,4800.116984,4877.745408,4949.627301,5038.677518,5141.061014
NC- ZF Mgcawu (DC8),Female,65-69,3936.571886,4026.722818,4103.808225,4178.328442,4248.029664
NC- ZF Mgcawu (DC8),Female,70-74,3087.399620,3153.956507,3231.909317,3306.922343,3375.513342
NC- ZF Mgcawu (DC8),Female,75-79,2175.035685,2274.742022,2365.370074,2447.304627,2515.108458
NC- ZF Mgcawu (DC8),Female,80+,2317.971869,2463.680422,2624.941596,2797.182595,2980.830703
NC - Frances Baard District Municipality (DC9),Male,0-4,20656.342964,20541.256855,20525.572339,20599.592022,20746.663957
NC - Frances Baard District Municipality (DC9),Male,5-9,21321.723948,21139.158535,20990.892342,20923.287730,20982.595542
NC - Frances Baard District Municipality (DC9),Male,10-14,21437.409311,21374.999562,21262.471226,21072.201227,20837.509362
NC - Frances Baard District Municipality (DC9),Male,15-19,18301.225751,18910.184467,19370.649997,19793.749302,20126.594547
NC - Frances Baard District Municipality (DC9),Male,20-24,14354.376370,14685.955409,15093.417143,15491.917363,15879.518824
NC - Frances Baard District Municipality (DC9),Male,25-29,15812.899082,15453.410539,15200.660550,15005.668002,14851.793025
NC - Frances Baard District Municipality (DC9),Male,30-34,18568.445646,18258.514808,17926.342896,17633.653215,17377.354878
NC - Frances Baard District Municipality (DC9),Male,35-39,18745.704063,18980.374128,19177.835631,19289.859007,19145.590237
NC - Frances Baard District Municipality (DC9),Male,40-44,15043.584507,15764.564509,16492.826889,17133.314824,17764.590114
NC - Frances Baard District Municipality (DC9),Male,45-49,12082.670318,12301.393735,12561.886302,12933.730612,13499.990380
NC - Frances Baard District Municipality (DC9),Male,50-54,9598.436286,9955.081048,10275.836333,10594.132448,10842.695892
NC - Frances Baard District Municipality (DC9),Male,55-59,7359.064953,7514.421138,7718.484925,7956.914354,8257.468893
NC - Frances Baard District Municipality (DC9),Male,60-64,5782.221081,5854.775602,5923.595708,6012.565024,6128.073270
NC - Frances Baard District Municipality (DC9),Male,65-69,4328.337445,4383.985249,4446.549275,4514.761672,4579.349041
NC - Frances Baard District Municipality (DC9),Male,70-74,2919.998612,2977.596257,3026.484285,3072.105667,3109.703862
NC - Frances Baard District Municipality (DC9),Male,75-79,1622.724861,1681.758609,1741.286246,1794.241702,1831.958354
NC - Frances Baard District Municipality (DC9),Male,80+,681.039193,696.433536,714.191819,734.933690,757.940048
NC - Frances Baard District Municipality (DC9),Female,0-4,19617.185082,19520.011024,19506.197335,19554.256746,19650.687578
NC - Frances Baard District Municipality (DC9),Female,5-9,19905.106216,19742.909612,19578.170172,19459.956437,19440.936289
NC - Frances Baard District Municipality (DC9),Female,10-14,20188.322339,20082.456215,19972.407661,19809.750434,19595.635465
NC - Frances Baard District Municipality (DC9),Female,15-19,17614.677552,18172.982281,18573.576919,18913.440460,19151.296735
NC - Frances Baard District Municipality (DC9),Female,20-24,14447.530091,14532.721216,14748.557972,15062.200494,15458.618007
NC - Frances Baard District Municipality (DC9),Female,25-29,14767.760789,14496.607631,14284.720771,14060.971484,13841.662996
NC - Frances Baard District Municipality (DC9),Female,30-34,16472.945007,16127.505622,15756.836359,15443.834783,15183.955338
NC - Frances Baard District Municipality (DC9),Female,35-39,15904.741706,16178.047519,16400.710640,16495.521844,16330.958610
NC - Frances Baard District Municipality (DC9),Female,40-44,13358.593076,13755.729590,14184.218825,14607.376118,15038.777129
NC - Frances Baard District Municipality (DC9),Female,45-49,11772.064684,11773.302805,11790.767556,11893.237243,12158.333071
NC - Frances Baard District Municipality (DC9),Female,50-54,10226.059768,10375.106578,10524.197425,10662.483503,10803.206001
NC - Frances Baard District Municipality (DC9),Female,55-59,8880.635881,8983.352327,9103.669088,9204.782165,9289.886845
NC - Frances Baard District Municipality (DC9),Female,60-64,7706.703130,7751.892719,7798.699804,7876.848901,7975.234219
NC - Frances Baard District Municipality (DC9),Female,65-69,6673.843097,6719.653023,6731.318083,6747.244055,6770.085637
NC - Frances Baard District Municipality (DC9),Female,70-74,5194.695852,5341.473695,5487.598300,5591.691265,5649.883701
NC - Frances Baard District Municipality (DC9),Female,75-79,3702.021468,3777.233971,3869.103356,3988.275385,4127.456793
NC - Frances Baard District Municipality (DC9),Female,80+,3423.877954,3610.470552,3818.823942,4041.976485,4280.366395
NC - John Taolo Gaetsewe District Municipality (DC45),Male,0-4,15587.382270,15582.941544,15622.161855,15710.258977,15845.630672
NC - John Taolo Gaetsewe District Municipality (DC45),Male,5-9,15230.261926,15317.663863,15389.823728,15478.452865,15624.703901
NC - John Taolo Gaetsewe District Municipality (DC45),Male,10-14,14333.983804,14484.773815,14644.075560,14768.138971,14846.385523
NC - John Taolo Gaetsewe District Municipality (DC45),Male,15-19,11734.111132,12107.903059,12460.096505,12848.479056,13221.662540
NC - John Taolo Gaetsewe District Municipality (DC45),Male,20-24,9737.493523,9777.070058,9817.645887,9859.455504,9953.707287
NC - John Taolo Gaetsewe District Municipality (DC45),Male,25-29,11053.857925,10810.748452,10624.025378,10432.027866,10203.578265
NC - John Taolo Gaetsewe District Municipality (DC45),Male,30-34,12925.868829,12760.902599,12559.905145,12383.902680,12233.393776
NC - John Taolo Gaetsewe District Municipality (DC45),Male,35-39,12179.228202,12570.160099,12924.336733,13177.939096,13209.248534
NC - John Taolo Gaetsewe District Municipality (DC45),Male,40-44,9358.442097,9937.654821,10494.942641,11008.340992,11550.513976
NC - John Taolo Gaetsewe District Municipality (DC45),Male,45-49,6642.386067,7031.833990,7467.691408,7954.989201,8519.225227
NC - John Taolo Gaetsewe District Municipality (DC45),Male,50-54,4827.418207,5069.758023,5323.319376,5622.263398,5935.919026
NC - John Taolo Gaetsewe District Municipality (DC45),Male,55-59,3587.242828,3679.679998,3805.909163,3955.022264,4146.870191
NC - John Taolo Gaetsewe District Municipality (DC45),Male,60-64,3015.727729,3016.339544,3008.610690,3021.684782,3065.003178
NC - John Taolo Gaetsewe District Municipality (DC45),Male,65-69,2157.875196,2240.441475,2325.279756,2396.278808,2443.703480
NC - John Taolo Gaetsewe District Municipality (DC45),Male,70-74,1409.463464,1428.043939,1452.257428,1490.713287,1540.151759
NC - John Taolo Gaetsewe District Municipality (DC45),Male,75-79,977.362095,989.115412,993.164125,984.942043,961.318539
NC - John Taolo Gaetsewe District Municipality (DC45),Male,80+,924.134312,956.154586,992.248543,1033.438245,1078.891054
NC - John Taolo Gaetsewe District Municipality (DC45),Female,0-4,15384.437854,15414.991014,15461.091175,15521.813506,15606.171796
NC - John Taolo Gaetsewe District Municipality (DC45),Female,5-9,15186.137449,15285.613665,15361.316648,15441.438951,15560.248118
NC - John Taolo Gaetsewe District Municipality (DC45),Female,10-14,14975.742903,15067.928333,15191.450657,15300.508375,15369.767224
NC - John Taolo Gaetsewe District Municipality (DC45),Female,15-19,12837.049149,13338.647538,13739.358210,14097.923345,14394.812585
NC - John Taolo Gaetsewe District Municipality (DC45),Female,20-24,11048.588352,11047.361504,11148.093334,11356.106452,11663.971868
NC - John Taolo Gaetsewe District Municipality (DC45),Female,25-29,11506.894112,11364.150437,11251.545560,11106.405689,10941.631887
NC - John Taolo Gaetsewe District Municipality (DC45),Female,30-34,12527.474581,12426.498775,12270.017523,12136.457771,12034.430818
NC - John Taolo Gaetsewe District Municipality (DC45),Female,35-39,11072.921411,11562.052069,12026.556328,12377.067180,12493.962108
NC - John Taolo Gaetsewe District Municipality (DC45),Female,40-44,8608.357290,9057.608110,9506.914039,9961.013639,10459.799634
NC - John Taolo Gaetsewe District Municipality (DC45),Female,45-49,6818.809937,7039.599591,7292.473561,7600.834210,7997.712319
NC - John Taolo Gaetsewe District Municipality (DC45),Female,50-54,5436.139401,5612.134237,5815.659132,6035.669611,6281.533264
NC - John Taolo Gaetsewe District Municipality (DC45),Female,55-59,4836.816453,4867.321163,4908.815235,4963.016095,5042.026928
NC - John Taolo Gaetsewe District Municipality (DC45),Female,60-64,4173.418356,4258.019004,4329.759696,4398.916747,4460.052454
NC - John Taolo Gaetsewe District Municipality (DC45),Female,65-69,3421.069227,3517.185893,3599.190883,3677.799688,3750.428979
NC - John Taolo Gaetsewe District Municipality (DC45),Female,70-74,2636.472303,2718.269910,2812.603903,2903.249227,2985.523024
NC - John Taolo Gaetsewe District Municipality (DC45),Female,75-79,1899.508009,1964.637903,2030.288623,2100.588463,2172.927012
NC - John Taolo Gaetsewe District Municipality (DC45),Female,80+,2431.673151,2523.510848,2629.081291,2743.145930,2865.741874
EC - Sarah Baartman District Municipality (DC10),Male,0-4,19232.327771,19014.671615,18717.654039,18359.814403,17990.366700
EC - Sarah Baartman District Municipality (DC10),Male,5-9,21204.033733,20730.847408,20377.305201,20120.541155,19896.339934
EC - Sarah Baartman District Municipality (DC10),Male,10-14,24584.778565,24136.730862,23536.417096,22875.720383,22272.077923
EC - Sarah Baartman District Municipality (DC10),Male,15-19,20503.586220,21504.860952,22445.039917,23246.900651,23748.055690
EC - Sarah Baartman District Municipality (DC10),Male,20-24,16708.312673,16639.919121,16702.180800,16943.020592,17411.526418
EC - Sarah Baartman District Municipality (DC10),Male,25-29,18646.653059,18059.720034,17568.527831,17069.258031,16557.233131
EC - Sarah Baartman District Municipality (DC10),Male,30-34,22708.865378,22102.622792,21389.373704,20716.239752,20109.378486
EC - Sarah Baartman District Municipality (DC10),Male,35-39,22111.894372,22634.643702,23080.971638,23329.262098,23141.348393
EC - Sarah Baartman District Municipality (DC10),Male,40-44,17088.684527,17983.527848,18937.976018,19817.589136,20700.002952
EC - Sarah Baartman District Municipality (DC10),Male,45-49,14597.190637,14636.793532,14710.535391,14959.143993,15513.974352
EC - Sarah Baartman District Municipality (DC10),Male,50-54,11977.026671,12445.579948,12858.940403,13222.573752,13432.982707
EC - Sarah Baartman District Municipality (DC10),Male,55-59,9297.286462,9518.892878,9778.105492,10074.084564,10452.965292
